0	Z IY R OW
MUMASIL	M Y UW M AH S AH L
MUMBAI	M UH M B AY
MUMBAI	M UH M B AY
MUMKIN	M AH M K IH N
MUMLIKAT	M AH M L AH K AH T
MUMLKTIN	M AH M L K T AH N
MUN	M AH N
MUNAFA	M Y UW N AH F AH
MUNAFEY	M Y UW N EY F IY
MUNAQQID	M Y UW N AE K AH D
MUNASHIYAAT	M Y UW N AH SH IY AY AH T
MUNASIB	M Y UW N AH S AH B
MUNAWAR	M Y UW N AH AH R
MUNAZZAM	M Y UW N AE Z AH M
MUNDHE	M AH N D HH
MUNEEB	M Y UW N IY B
MUNEEB	M Y UW N IY B
MUNFARID	M AH N F AH R AH D
MUNHADIM	M AH N HH AH D AH M
MUNICH	M Y UW N IH K
MUNIR	M Y UW N AH R
MUNQISH	M AH N K AH SH
MUNSHI	M AH N SH IY
MUNSHION	M AH N SH AH N
MUNSHIYANA	M AH N SH IY AY AH N AH
MUNTAKHIB	M AH N T AE K AH B
MUNTAKHIBAAT	M AH N T AE K AH B AH T
MUNTAKIL	M AH N T AH K AH L
MUNTAZIR	M AH N T AH Z AH R
MUQABLAY	M AH K AE B L EY IY
MUQABLON	M AH K AE B L AH N
MUQARRAR	M AH K AE R AH R
MUQAWI	M AH K AH IY
MUQAYYAD	M AH K EY AY AH D
MURAD	M Y UH R AE D
MURAGHAN	M Y UH R AH AH N
MURATTAB	M Y AH R AE T AH B
MUREE	M Y AH R IY IY
MURGH	M AH R
MURGHA	M AH R AH
MURGHABIYON	M AH R AH B IY AY AH N
MURGHI	M AH R IY
MURGHIYAN	M AH R IY AY AH N
MURGHON	M AH R AH N
MURH	M AH R
MURJHA	M AH R JH HH AH
MURLI	M AH R L IY
MURRABE	M AH R EY B
MURREE	M ER IY
MURSHAD	M AH R SH AH D
MUSADDIQ	M Y UW S AE D AH K
MUSAKHAR	M Y UW S AH K AH R
MUSALMAAN	M Y UW S AE L M EY AH N
MUSALMAN	M Y UW Z AH L M AE N
MUSALSAL	M Y UW Z AH L Z AH L
MUSANIF	M Y UW S AH N AH F
MUSAVIRON	M Y UW S AE V AH R AH N
MUSAWIR	M Y UW S AH AH R
MUSBAT	M AH Z AH T
MUSEEBAT	M Y UW Z IY B AE T
MUSHAFI	M AH SH AH F IY
MUSHAIRA	M AH SH AE AH R AH
MUSHAQAT	M AH SH AH K AH T
MUSHARRAF	M AH SH AE R AH F
MUSHAWARAT	M AH SH AO AH R AH T
MUSHFIQ	M AH SH AH K
MUSHKIL	M AH SH AH L
MUSHTAIL	M AH SH T EY L
MUSHTI	M AH SH T IY
MUSIC	M Y UW Z IH K
MUSIR	M Y UW S AH R
MUSLIM	M AH Z L AH M
MUSLIM(2)	M AH Z L IH M
MUSTAGHNI	M AH S T AH N IY
MUSTAID	M AH S T EY D
MUSTARD	M AH S T ER D
MUTA-ARIF	M Y UW T AH AE R AH F
MUTABIQ	M Y UW T AH B AH K
MUTAFFAR	M Y UW T AE F AH R
MUTAFIQA	M Y UW T AE F AH K AH
MUTAGHAYUR	M Y UW T AE EY AH R
MUTAGHRAQ	M Y UW T AH R AH K
MUTAHARIK	M Y UW T AE HH AH R AH K
MUTAHIDDA	M Y UW T AH HH IH D AH
MUTAHIRA	M Y UW T AE HH AH R AH
MUTAIN	M Y UW T EY N
MUTAKHREEN	M Y UW T AE K R IY AH N
MUTALA	M Y UW T AH L AH
MUTALBA	M Y UW T AE L B AH
MUTALBE	M Y UW T AH L B IY
MUTALEA	M Y UW T EY L IY AH
MUTALIQ	M Y UW T AH L AH K
MUTALON	M Y UW T AH L AO N
MUTANAZIA	M Y UW T AH N EY Z IY AH
MUTARAJIM	M Y UW T ER AH JH IH M
MUTASIRA	M Y UW T AE S AH R AH
MUTASIREEN	M Y UW T AH S AY R IY AH N
MUTASSIR	M Y UW T AE S AH R
MUTAWAFFI	M Y UW T AH AE F IY
MUTAWE	M Y UW T AH
MUTAYANA	M Y UW T EY AH N AH
MUTRADIF	M AH T R AH D AH F
MUTWAFI	M AH T W AH F IY
MUTWAJA	M AH T W AH JH AH
MUWASILAT	M AH W AA S AH L AH T
MUWZIAAT	M AH W Z IY AH T
MUYASSIR	M Y UW AY AE S AH R
MUZAFFAR	M Y UW Z AE F AH R
MUZAYYAN	M Y UW Z EY AY AH N
MY	M AY
MZARAON	M Z AE R EY AH N
N	EH N
N	EH N
NA	N AA
NAAKIS	N AA K AH S
NAAM	N AA M
NAAME	N AA M
NAAMZAD	N AA M Z AH D
NABIYUZ	N EY B IY AY AH Z
NABOOAT	N AE B UW AH T
NABOYAN	N AE B OY AH N
NABVI	N AE B IY
NACH	N AE CH
NACHA	N AE CH AH
NACHEEZ	N AH CH IY Z
NACHNAY	N AE K N EY IY
NADEEM	N EY D IY M
NADIR	N EY D ER
NAE	N IY
NAEEM	N IY AH M
NAEHLI	N IY L IY
NAFAL	N EY F AH L
NAFIZ	N AE F AH Z
NAFLI	N AE F L IY
NAGAR	N AE G ER
NAGHA	N AE AH
NAGHMA	N AE M AH
NAH	N AA
NAHAYEIN	N AE HH EY IY N
NAHEEF	N AH HH IY F
NAHI	N AE HH IY
NAHOOSAT	N AH HH UW S AH T
NAI	N EY
NAIB	N EY B
NAIMAT	N EY M AH T
NAIMATON	N EY M AH T AH N
NAJAAIZ	N AE JH AH AH Z
NAJAF	N AE JH AH F
NAKAAM	N AE K AH M
NAKEIN	N EY K IY N
NAKHRE	N AE K R
NAKHSON	N AE K S AH N
NAKHUD	N AE K AH D
NAKHWASTA	N AE K W AA S T AH
NAKSHE	N AE K
NAMAK	N AE M AH K
NAMAZ	N AE M AH Z
NAME	N EY M
NAMF	N AE M F
NAMI	N AE M IY
NAMOODAR	N AH M UW D AH R
NAMU	N AE M UW
NAMWAR	N AE M W AH R
NANGA	N AE N G AH
NANGAY	N AE N G EY IY
NANHA	N AE N HH AH
NANHE	N AE N HH
NANHI	N AE N HH IY
NANI	N AE N IY
NANIYAAL	N EY N IY AY EY AH L
NAQAL	N AE K AH L
NAQASH	N AE K AH SH
NAQAZON	N AE K AH Z AH N
NAQRAS	N AE K R AH Z
NAQSH	N AE K
NAQSHA	N AE K AH
NAQSHBANDI	N AE K B AE N D IY
NAQWI	N AE K W IY
NARGHAY	N AA R EY IY
NARGIS	N AA R JH AH S
NARKH	N AA R K
NARKHON	N AA R K AH N
NASAL	N EY Z AH L
NASB	N AE Z
NASEEB	N EY S IY B
NASEEHAT	N EY S IY HH AH T
NASEIN	N EY S IY N
NASFSIYATI	N AE S IY AY AH T IY
NASHAIB	N AH SH EY B
NASHAR	N AE SH AH R
NASHASTA	N AH SH AE S T AH
NASHE	N AE SH
NASHISHT	N AE SH AH SH T
NASHOWNUMA	N AE SH OW N Y UW M AH
NASHTA	N AE SH T AH
NASHU	N AE SH UW
NASREEN	N EY Z R IY AH N
NATAIJ	N AH T EY JH
NATEEJA	N EY T IY JH AH
NATEEJAY	N EY T IY JH EY
NATHI	N AE TH IY
NATHNON	N AE TH N AH N
NATION	N EY SH AH N
NATIONAL	N AE SH AH N AH L
NATIONAL(2)	N AE SH N AH L
NATIVE	N EY T IH V
NATURAL	N AE CH ER AH L
NATURAL(2)	N AE CH R AH L
NATURE	N EY CH ER
NAU	N OW
NAUBAT	N AO B AH T
NAUJAWAN	N AO JH AH AH N
NAUKHEZ	N AO K AH Z
NAUMEEDI	N AH M IY D IY
NAUNEHAL	N AO N AH AH L
NAUROZ	N AO R AH Z
NAUY	N AO IY
NAUZ	N AO Z
NAUZAYEDA	N AH Z EY AH D AH
NAVASI	N AE V AH S IY
NAVEED	N EY V IY D
NAWAB	N AO AH B
NAWAZ	N AO AH Z
NAWAZA	N AO AH Z AH
NAWAZNEIN	N AO AH Z N IY N
NAWAZON	N AO AH Z AH N
NAWE	N AO
NAWEESON	N AO IY S AH N
NAWEIN	N AO IY N
NAY	N EY
NAYA	N EY AH
NAYE	N EY
NAYI	N EY IY
NAZAM	N AE Z AH M
NAZAN	N EY Z AH N
NAZAR	N AA Z AA R
NAZAR	N AA Z AA R
NAZARIYE	N AH Z AE R IY AY
NAZARSANI	N AH Z AA R S AH N IY
NAZDEEK	N AE Z D IY K
NAZIM	N AE Z AH M
NAZIMABAD	N AH Z IH M AH B AH D
NAZIR	N AE Z AH R
NAZLE	N EY Z AH L
NAZLEY	N AE Z L IY
NAZRON	N AE Z R AH N
NDOY	N D OW IY
NE	N IY
NE(2)	N EY
NEECHA	N IY CH AH
NEECHE	N IY CH
NEECHI	N IY CH IY
NEED	N IY D
NEEDLE	N IY D AH L
NEEL	N IY L
NEELAM	N IY L AH M
NEELGUN	N IY L G AH N
NEEM	N IY M
NEEROO	N IH R UW
NEEZ	N IY Z
NEGATIVE	N EH G AH T IH V
NEHAR	N EH AH R
NEON	N IY AA N
NERANG	N EH R AH NG
NESCHEN	N EH S AH N
NETO	N EH T OW
NEURO	N UH R OW
NEVER	N EH V ER
NEW	N UW
NEW(2)	N Y UW
NEWS	N UW Z
NEWS(2)	N Y UW Z
NEWSNATION	N UW Z N EY SH AH N
NEXT	N EH K S T
NEXT(2)	N EH K S
NEYAMAT	N EY AH M AH T
NEZEY	N IY Z IY
NHI	N HH IY
NIBHAAYE	N IH B HH AH AY
NIBHANE	N IH B HH EY N
NICHALE	N AH CH EY L
NICHAWAR	N IH CH AH AH R
NICHLI	N IH K L IY
NICHOR	N IH CH ER
NIDA	N IY D AH
NIDAR	N AY D AH R
NIDHAL	N IH D AH L
NIGHAT	N AY AH T
NIGHAWAR	N AY AO ER
NIGHDASHT	N AY D AH SH T
NIGHT	N AY T
NIGRAAN	N IH G R EY AH N
NIGRANI	N IH G R AH N IY
NIHA	N IH HH AH
NIHAYAT	N IH HH EY AH T
NIJAAT	N IH JH AH T
NIJI	N IH JH IY
NIKAAB	N IH K AH B
NIKAL	N AY K AH L
NIKALEN	N IH K AH L AH N
NIKALI	N IH K AH L IY
NIKHAR	N IH K AH R
NIKHARA	N IH K AH R AH
NIKHRA	N IH K R AH
NIKHWAT	N IH K W AH T
NIKLA	N IH K L AH
NILOFER	N AH L OW F AH R
NIMTAIN	N IH M T EY N
NINANWAY	N AH N AE N W EY IY
NINE	N AY N
NINETEEN	N AY N T IY N
NINETY	N AY N T IY
NINUNVE	N IH N AH N V
NINYAANVE	N IH N AY AH N V
NIRKH	N AH R K
NISAAR	N IH S EY AH R
NISF	N IH S
NISHAAN	N IH SH EY AH N
NISHAN	N IH SH AH N
NISHANA	N IH SH AH N AH
NISWAN	N IH S W AH N
NITROGENY	N AY T R AH JH AH N IY
NIZAAM	N IH Z AH M
NIZAD	N IH Z AH D
NM	EH N M
NO	N OW
NOAABADYATI	N OW AH B AH D AY AH T IY
NOBLE	N OW B AH L
NOCH	N AA CH
NOCHANDI	N AH CH AE N D IY
NOCHEN	N AA CH AH N
NOFEL	N AA F AH L
NOGO	N OW G OW
NOHA	N AA HH AH
NOHE	N AA HH
NOJAWANON	N AH JH AO AH N AH N
NOMOLOOD	N AA M AH L UW D
NOO	N UW
NOODLES	N UW D AH L Z
NOOI	N UW IY
NOON	N UW N
NOOR	N OW AH R
NORTH	N AO R TH
NOSH	N AA SH
NOSHAD	N AA SH AH D
NOSHERVAN	N AH SH AH R V AH N
NOT	N AA T
NOTICE	N OW T AH S
NOTICE(2)	N OW T IH S
NOVEL	N AA V AH L
NOVEMBER	N OW V EH M B ER
NOW	N AW
NOYAT	N OY AH T
NOZLON	N AA Z L AH N
NOZZEL	N AA Z AH L
NSHRWASHAAT	N SH R W AA SH AH T
NSHYI	N SH AY IY
NU	N UW
NUCLEAS	N AH K L IY Z
NUDRAT	N AH D R AH T
NUFOOS	N Y UW F UW Z
NULL	N AH L
NUMA	N Y UW M AH
NUMAINDA	N Y UW M EY N D AH
NUMAYA	N Y UW M EY AH
NUMBER	N AH M B ER
NUMBERS	N AH M B ER Z
NUMERAL	N UW M ER AH L
NUQOOSH	N AH K UW SH
NUQSAAN	N AH K S EY AH N
NURSEN	N ER S AH N
NUSKHA	N AH S AH
NUSKHE	N AH S
NUSKHON	N AH S AH N
NUVE	N Y UW V
NUZOOL	N Y UW Z UW L
O	OW
O	OW
OA	OW AH
OBAASH	AA B AH SH
OCTOBER	AA K T OW B ER
OD	AA D
ODHIO	AA D HH IY OW
OF	AH V
OFCOURSE	AA F OW R S
OFFICE	AO F AH S
OFFICERAN	AO F AH S R AE N
OFFICIALS	AH F IH SH AH L Z
OHDAY	AA D EY IY
OHDEDARON	AH D EH D AH R AH N
OHO	AA HH OW
OJHRI	AA JH HH R IY
OK	OW K EY
OKA	OW K AH
OKAY	OW K EY
OLAY	OW L EY
OLD	OW L D
OMEGA	OW M EH G AH
OMEGA(2)	OW M EY G AH
ON	AA N
ON(2)	AO N
ONCE	W AH N S
ONCHE	AO NG K
ONE	W AH N
ONE(2)	HH W AH N
ONES	W AH N Z
ONEY	OW N IY
ONLINE	AO N L AY N
ONLY	OW N L IY
OOCHAY	UW CH EY IY
OODH	UW D
OOHAAM	UW HH AH M
OONI	UW N IY
OONS	UW N Z
OOPAR	UW P AH R
OOS	UW Z
OPEN	OW P AH N
OPERATION	AA P ER EY SH AH N
OPERATOR	AA P ER EY T ER
OPERATOR	AA P ER EY T ER
OPOSITION	AA P AH Z IH SH AH N
OR	AO R
OR(2)	ER
ORDINENCE	AO R D AH N AH N S
ORGANIZATION	AO R G AH N AH Z EY SH AH N
ORGANIZING	AO R G AH N AY Z IH NG
ORH	AO R
ORHA	AO R AH
ORIYAN	AH R IY AY AH N
OSMANI	AA Z M AH N IY
OTHER	AH DH ER
OTHERWISE	AH DH ER W AY Z
OUCHAN	AW CH AH N
OUR	AW ER
OUR(2)	AW R
OUR(3)	AA R
OUT	AW T
OVER	OW V ER
OVERHEAD	OW V ER HH EH D
OVERLOADING	OW V ER L OW D IH NG
OWN	OW N
OXYGEN	AA K S AH JH AH N
OXYGEN(2)	AA K S IH JH AH N
OYE	OY
P	P IY
P	P IY
PAACH	P AA CH
PAAK	P AA K
PAANCH	P AA N CH
PAANCHON	P AA NG K AH N
PAAS	P AA Z
PAASBAN	P AA Z AH N
PABUNDI	P AH B AH N D IY
PACHAAS	P AE CH AH Z
PACHANVE	P AE CH AH N V
PACHAS	P AE CH AH Z
PACHASSI	P AH CH AE S IY
PACHHIS	P AE CH AH S
PACHIIS	P AE CH IY AH S
PACHIS	P AE CH AH S
PACHPAN	P AE CH AH N
PACKAGE	P AE K AH JH
PACKAGE(2)	P AE K IH JH
PAENSATH	P IY N S AH TH
PAENTALIS	P IY N T AH L AH S
PAENTEES	P IY N T IY Z
PAENTIIS	P IY N T IY AH S
PAENTTALIIS	P IY N T EY L IY AH S
PAGRI	P AE G R IY
PAGRIYAN	P AE G R IY AY AH N
PAHAR	P AE AH R
PAHARI	P AE HH AH R IY
PAHATTAR	P AH HH AE T AH R
PAHONCH	P AE HH AH N CH
PAHORON	P AE HH AH R AH N
PAHUCHOON	P AE HH AH CH UW N
PAHUNCH	P AE HH AH N CH
PAHUNCHA	P AH HH AH NG K AH
PAHUNCHAYA	P AH HH AH NG K EY AH
PAHUNCHI	P AH HH AH NG K IY
PAHUNCHNE	P AE HH AH NG K N
PAHUNCHTE	P AE HH AH NG K T
PAICHEEDA	P EY CH IY D AH
PAIDA	P EY D AH
PAIDAIESH	P EY D EY AH SH
PAIDAWAR	P EY D AH W AO R
PAISAY	P EY S EY IY
PAISH	P EY AH SH
PAISON	P EY Z AO N
PAKAYE	P AE K EY
PAKEEZGI	P EY K IY Z IY
PAKI	P AE K IY
PAKISTAN	P AE K IH S T AE N
PAKKA	P AE K AH
PAKORON	P AE K AH R AH N
PALARE	P AE L AH R
PALASTINE	P AE L AH S T AY N
PALLU	P AE L UW
PALMAR	P AA M ER
PALON	P AE L AO N
PALOTHI	P AE L AH TH IY
PALRA	P AE L R AH
PAMPHLET	P AE M F L AH T
PANCH	P AE N CH
PANCHAWAN	P AE NG K AH AH N
PANCHHI	P AE NG K IY
PANCHOLI	P AE NG K AH L IY
PANCHWIEN	P AE NG K W IY AH N
PANDRA	P AE N D R AH
PANDRAH	P AE N D R AH
PANE	P EY N
PANGOORE	P AE N G OW OW R
PANHAN	P AE N AH N
PANI	P AE N IY
PANJ	P AE N JH
PANJABI	P AE N JH AH B IY
PANJGANA	P AE N JH AH N AH
PANJNAD	P AE N JH N AH D
PANKH	P AE NG K
PANKHA	P AE NG K AH
PANKHARI	P AE NG K AH R IY
PAPER	P EY P ER
PAR	P AA R
PARA	P EH R AH
PARACHA	P AE R AH CH AH
PARAKHCHE	P AE R AH K
PARAO	P AE R EY OW
PARATHA	P AE R AH TH AH
PARATHE	P AH R EY DH
PARCHA	P AA R K AH
PARCHAIYAN	P AA R K EY AY AH N
PARCHAM	P AA R K AH M
PARCHIYAN	P AA R K IY AY AH N
PARESHAA	P AE R AH SH AH
PARESHAN	P AE R AH SH AH N
PARH	P AA R
PARHAI	P AA R EY
PARHAIZ	P AH R EY Z
PARHAYEN	P AA R HH EY AH N
PARHE	P AA R
PARHEIN	P AH R IY N
PARHEN	P AA R HH EH N
PARHI	P AA R IY
PARHIYE	P AA R IY AY
PARHNAY	P AA R N EY IY
PARHNE	P AA R N
PARHO	P AA R OW
PARI	P AE R IY
PARKHA	P AA R K AH
PARKHE	P AA R K
PARLIMANY	P AA R L IH M AH N IY
PARLIMENTARIAN	P AA R L AH M AH N T EH R IY AH N
PARLOUR	P AA R L ER
PAROSI	P AE R AH S IY
PARPOOJA	P AA R P UW JH AH
PARR	P AA R
PARRE	P AE R
PARTA	P AA R T AH
PARTY	P AA R T IY
PARVEEN	P AA R V IY AH N
PARWA	P AA R W AH
PARYOON	P AE R AY UW N
PAS	P AA Z
PASADAY	P AA Z AH D EY
PASAND	P AE S AH N D
PASANDIDA	P AH S AE N D AH D AH
PASDARI	P AE Z D AH R IY
PASHANGOI	P AH SH AE N G OY
PASMANDAH	P AE Z M AE N D AH
PASMURDAH	P AE Z M AH R D AH
PASSION	P AE SH AH N
PASSPORT	P AE S P AO R T
PATA	P AE T AH
PATAKHE	P AE T AH K
PATHAN	P AE TH AH N
PATHAR	P AE TH ER
PATHARON	P AE TH ER AO N
PATHE	P AE TH
PATHOLOGIST	P AH TH AA L AH JH AH S T
PATHOLOGY	P AH TH AA L AH JH IY
PATHON	P AE TH AO N
PATHRI	P AE TH R IY
PATHRIYAN	P AE TH R IY AY AH N
PATHUN	P AE TH AH N
PATNA	P AE T N AH
PAUNE	P AO N
PAYA	P EY AH
PAYEDAR	P EY D ER
PAZALBASH	P AH Z AE L B AH SH
PCHASOYN	CH AH S OY N
PE	P IY
PECHEEDGYON	P AH CH IY JH AY AH N
PECHOTRI	P AH CH AA T R IY
PEDA	P EH D AH
PEDAWAAR	P AH D AO EY AH R
PEECHA	P IY CH AH
PEECHE	P IY CH
PEECHEY	P IY CH IY
PEER	P IH R
PEERON	P IH ER AO N
PEESNE	P IY Z N
PEET	P IY T
PEETH	P IY TH
PEGHAM	P EH G HH AE M
PEGHAMBAR	P EH G HH AE M B AA R
PEHAL	P EH AH L
PEHALWAN	P AH HH AE L W AH N
PEHAM	P EH HH AH M
PEHCHAN	P EH CH AH N
PEHENTE	P EH HH AH N T
PEHLA	P EH L AH
PEHLE	P EH L
PEHLI	P EH L IY
PEHLU	P EH L UW
PEHLVON	P EH L V AH N
PEHNA	P EH N AH
PEHNE	P EH N
PEHSAAB	P EH S AH B
PEN	P EH N
PENSATH	P EH N S AH TH
PER	P ER
PERATHRYDE	P AH R AE TH R AY D
PERFECT	P ER F EH K T
PERFECT(2)	P ER F IH K T
PERFORM	P ER F AO R M
PERFORMANCE	P ER F AO R M AH N S
PERIOD	P IH R IY AH D
PEROKAAR	P AH R AA K EY AH R
PEROKARON	P AH R AA K AH R AH N
PERVI	P AH R V IY
PESH	P EH SH
PESHE	P EH SH
PESHGI	P EH SH JH IY
PESHGOIYAN	P EH SH G OY AY AH N
PESHKASH	P EH SH AH SH
PESHKASHEN	P EH SH AH SH AH N
PESHKASHON	P EH SH AH SH AH N
PESHQADMI	P EH SH AE D M IY
PESHRAFT	P EH SH R AH F T
PESHROH	P EH SH R OW
PESHWA	P EH SH W AH
PETH	P EH TH
PETIONER	P EH SH AH N ER
PETROLEUM	P AH T R OW L IY AH M
PEY	P IY IY
PHAAR	F EY AH R
PHAHEY	F AE IY
PHAIL	F EY L
PHAIR	F EH R
PHAIREN	F AE AH R AH N
PHAL	F AE L
PHALIYAN	F EY L IY AY AH N
PHALON	F AE L AH N
PHANS	F AE N Z
PHANSAY	F AE N S EY IY
PHANSE	F AE N S
PHANSI	F AE N S IY
PHAPHOONDI	F AH F UW N D IY
PHARPHARAYE	F AA R F AH R EY
PHASE	F EY Z
PHAT	F AE T
PHATAK	F AE T AH K
PHBTI	F B T IY
PHEEKA	F IY K AH
PHELA	F EH L AH
PHELAO	F EH L EY OW
PHELAY	F EH L EY IY
PHELEEN	F IY L IY AH N
PHELNE	F EH L N
PHENKA	F EH NG K AH
PHEPHRAY	F EH F R EY IY
PHEPHRON	F EH F R AH N
PHEREN	F IY R AH N
PHERNE	F AH R N
PHERTE	F AH R T
PHIR	F IH R
PHISAL	F AY Z AH L
PHOBIA	F OW B IY AH
PHONE	F OW N
PHOOG	F UW G
PHOOL	F UW L
PHOONK	F UW NG K
PHOOPHEN	F UW F AH N
PHOSPHATE	F AA S F EY T
PHOSPHORUS	F AA S F ER AH S
PHRASE	F R EY Z
PHUAR	F Y UW AH R
PHULKI	F UH L K IY
PHUNCHA	F AH NG K AH
PHUNCHEN	F AH N CH AH N
PHUPPO	F AH P OW
PHURKAR	F AH R K AH R
PHURTI	F AH R T IY
PHYSIOTHERAPIST	F IH S IY AH TH EH R AH P AH S T
PICHAR	P IH CH AH R
PICHATAR	P AH CH EY T AH R
PICHLA	P IH K L AH
PICHLE	P IH K L
PICTURE	P IH K CH ER
PIECE	P IY S
PIGHAL	P AY AH L
PIGHLY	P AY L IY
PIGLA	P IH G L AH
PINJARON	P IH N JH AA R AO N
PINJRE	P IH N JH AH R
PIRACY	P AY R AH S IY
PIRHI	P IH R IY
PIROYA	P IH R OY AH
PIROYEN	P IH R OY AH N
PISHROON	P IH SH R UW N
PISTOL	P IH S T AH L
PISTOLEN	P IH S T AH L AH N
PITCH	P IH CH
PITCHEN	P IH CH AH N
PITCHES	P IH CH IH Z
PITHU	P IH TH UW
PIYEN	P AY IY AH N
PK	P IY K
PK10B114447	P IY K EY W AH N Z IY R OW B IY W AH N W AH N F OW R F OW R F OW R S EH V AH N
PLACE	P L EY S
PLATE	P L EY T
PLAYER	P L EY ER
PLEASE	P L IY Z
PLENTY	P L EH N T IY
PLENTY(2)	P L EH N IY
PLUG	P L AH G
POACHA	P OW CH AH
POHACH	P AA HH AH CH
POHANCHAYEN	P AH HH AE NG K EY AH N
POHNCH	P AA N CH
POHUNCHANE	P AA HH AH NG K EY N
POHUNCHAUN	P AH HH AH NG K AH N
POINT	P OY N T
POLICE	P AH L IY S
POLICE	P AH L IY S
POLICIYON	P AA L AH S IY IY AO N
POLICY	P AA L AH S IY
POLIO	P OW L IY OW
PONCH	P AA N CH
PONCHNE	P AO NG K N
PONEY	P OW N IY
POOCH	P UW CH
POOCHEN	P UW CH AH N
POOCHI	P UW CH IY
POOCHIYE	P UW CH IY AY
POOCHNAY	P UH K N EY IY
POOCHO	P UW CH OW
POOORAY	P UW AO R EY IY
POORA	P UH R AH
POP	P AA P
POSHEEDA	P AH SH IY D AH
POTOHARI	P AH T AA HH AH R IY
POUCHON	P AW CH AO N
POUCHYE	P AW CH AY
POWDER	P AW D ER
POWER	P AW ER
PRACTICE	P R AE K T IH S
PRADHAN	P R AE D AH N
PRCHHAYIN	P R CH EY AH N
PREMIER	P R EH M IH R
PREMIER(2)	P R IY M IH R
PRESIDENT	P R EH Z IH D AH N T
PRESS	P R EH S
PRESSURE	P R EH SH ER
PRHWA	P R W AA
PRINCIPAL	P R IH N S AH P AH L
PRINT	P R IH N T
PRITHVI	P R IH TH V IY
PRIVACY	P R AY V AH S IY
PRIVATE	P R AY V AH T
PRIVATIZATION	P R AY V AH T AH Z EY SH AH N
PROBLEM	P R AA B L AH M
PROBLEMS	P R AA B L AH M Z
PROCESS	P R AA S EH S
PROCESS(2)	P R AO S EH S
PROCESSING	P R AA S EH S IH NG
PROCESSNG	P R OW S EH S NG
PROCESSOR	P R AA S EH S ER
PRODUCTIVE	P R AH D AH K T IH V
PRODUCTIVE(2)	P R OW D AH K T IH V
PRODUCTIVE(3)	P ER D AH K T IH V
PROFESSIONAL	P R AH F EH SH AH N AH L
PROFESSOR	P R AH F EH S ER
PROFILE	P R OW F AY L
PROGRAMME	P R OW G R AE M
PROGRAMMON	P R OW G R AE M AH N
PROGRESSIVE	P R AH G R EH S IH V
PROJECT	P R AA JH EH K T
PRONOUNCE	P R AH N AW N S
PRONOUNCED	P R AH N AW N S T
PRONOUNCIATION	P R AH N AW N S IY EY SH AH N
PRONOUNCING	P R AH N AW N S IH NG
PRONUNCIATION	P R OW N AH N S IY EY SH AH N
PRONUNCIATION(2)	P R AH N AH N S IY EY SH AH N
PRTAYSH	P R T EY SH
PTHL	P IY T IY EY CH L
PU	P UW
PUBLISHING	P AH B L IH SH IH NG
PÙULON	P Y UW L AH N
PUNJABI	P AH N JH AH B IY
PUR	P ER
PURAANA	P Y UH R AH N AH
PURAY	P Y UH R EY IY
PURCAHSE	P AH R K AH S
PURJOSH	P AH R JH AH SH
PURLUTF	P AH R L AH T
PURNAM	P AH R N AH M
PURRIYAN	P AH R IY AY AH N
PURSISH	P ER S IH SH
PURSOZ	P AH R S AH Z
PURSUKOON	P AH R S AH K UW N
PURTAYUSH	P AH R T EY AH SH
PUT	P UH T
PYARA	P AY AH R AH
Q	K Y UW
Q	K Y UW
QAAF	K AA F
QAARI	K AA R IY
QAAZI	K AA Z IY
QABAILI	K AH B EY L IY
QABAL	K EY B AH L
QABEELEY	K EY B IY L IY
QABEH	K AE B
QABIL	K AE B AH L
QABRUSTAN	K AE B R AH S T AH N
QABZE	K AE B Z
QAD	K AE D
QADAM	K AE D AH M
QADAREN	K AE D AH R AH N
QADR	K AE D R
QADRAY	K AE D R EY IY
QADRI	K AE D R IY
QADRON	K AE D R AH N
QADYANI	K AH D AY AH N IY
QAFAS	K AE F AH Z
QAID	K EY D
QAIDIYON	K EY D IY AY AH N
QAIM	K EY M
QALA	K AE L AH
QALAM	K AE L AH M
QALEEN	K EY L IY AH N
QALZUM	K AE L Z AH M
QAM	K AE M
QANDEEL	K AE N D IY L
QANOON	K AH N UW N
QARAAR	K AE R EY AH R
QARARDAD	K AH R AA R D AH D
QAREEB	K AH R IY B
QAREEBI	K AH R IY B IY
QARYIN	K AE R AY AH N
QARZAY	K AA R Z EY IY
QARZON	K AA R Z AH N
QASAM	K AE S AH M
QASIM	K AE S AH M
QASOOR	K AE S OW AH R
QASOORWAR	K AH S UH R W AH R
QATAL	K EY T AH L
QAUID	K AO AH D
QAUMI	K AO M IY
QAWAM	K AO AH M
QAWANEEN	K AO EY N IY AH N
QAY	K EY IY
QAYAM	K EY AH M
QAYAMAT	K EY AH M AH T
QAYYAM	K EY AY AH M
QAYYUM	K EY AY AH M
QAZA	K AE Z AH
QAZAF	K AE Z AH F
QAZIYE	K EY Z IY AY
QDOQAMT	K D AA K AH M T
QDROQIMT	K D R AA K AH M T
QEEMAT	K IY M AH T
QEHAT	K EH HH AH T
QIASER	K AY AH Z AH R
QINAAT	K IH N AH T
QISMATI	K IH Z M AH T IY
QIYAM	K AY AY AH M
QOMI	K OW M IY
QOMYAYE	K AA M AY EY
QOOAT	K UW AH T
QOOD	K UW D
QOS	K AA Z
QOUM	K AW M
QUAAF	K W AA F
